Gene_Id	CP08174_T1R_T-ENSEMBL	CP09800_T1R_T-ENSEMBL	CP07805_T1R_T-ENSEMBL	CP07552_T1R_T-ENSEMBL	CP06649_T1R_T-ENSEMBL	CP10449_T1R_T-ENSEMBL	CP07152_T1R_T-ENSEMBL
TCP11L1	3.56	5.62	3.48	4.4	3.16	4.21	2.39
TCP11L2	3.52	3.84	2.36	2.31	3.34	4.38	2.23
TCP11X1	3.13	0.38	0.06	0.08	0.28	0.11	0
TCP11X2	5.46	1.5	0.06	0.08	2.13	0.99	0.2
TCTA	5.05	3.64	1.13	0.93	2.7	3.91	1.18
TCTE1	4.03	0.86	0.1	0.01	0.85	0.79	0.03
TCTE3	3.28	2.65	0.21	0.76	0.7	1.41	0.07
TCTEX1D1	2.78	0.85	0.44	0.65	0.45	0.5	0.37
TCTEX1D2	2.03	4.96	2.88	3.82	4.92	5.81	1.65
TCTEX1D4	4.39	0.98	0.11	0	0	2.7	0
TCTN1	6.95	7.37	4.55	5.37	6.41	6.24	3.63
TCTN2	3.69	4.99	2.95	3.89	5.15	3.63	3.35
TCTN3	5.4	4.71	3.66	3.37	3.74	4.49	3.59
TDG	5.35	5.22	3.28	5.16	4.68	4.71	3.11
TDGF1	7.13	4	1.18	0.52	1.68	0.36	2.44
TDO2	1.87	1.2	5.48	3.01	0.87	3.32	3.18
TDP1	4.09	5.63	3.57	5.1	4.94	2.31	3.86
TDP2	5.44	5.01	3.58	5.35	6.07	4.75	3.55
TDRD1	2.07	3.26	2.85	0.08	4.34	0.2	0.24
TDRD10	3.05	1.09	0.2	0.6	0.14	0.31	0.48
TDRD12	2.91	0.52	0.04	0.15	0.12	0.34	0.23
TDRD15	2.08	0.34	0.19	0.03	0.24	0.43	0.07
TDRD3	3.62	4.36	2.7	3.81	2.15	4.87	3.19
TDRD5	3.88	1.57	1.27	0.68	1.45	1.63	0.25
TDRD6	3.17	0.86	0.28	0.3	1.39	0.39	0.21
TDRD7	4.99	5.13	3.76	4.63	4.99	4.41	3.37
TDRD9	5.42	2.23	0.58	1.19	0.41	0.77	0.94
TDRKH	4.72	3.98	2.28	2.88	3.23	4.59	2.12
TDRP	1.51	0.71	1.3	1.66	4.45	0.61	0.73
TEAD1	4.11	5.97	3.69	6.14	3.57	4.91	2.58
TEAD2	4.56	2.24	2.97	1.58	3.32	5.2	3.09
TEAD3	3.34	1.32	2.1	0.89	2.45	3.53	2.08
TEAD4	3.5	4.25	2.58	2.45	1.45	4.73	3.01
TEC	3.59	4.29	1.87	5.7	2.98	1.96	2.04
TECPR1	5.98	5.66	3.43	3.88	3.25	5.43	3.52
TECPR2	5.99	4.89	2.56	2.98	2.97	3.13	2.17
TECR	9.04	8.26	6.81	6.88	8.65	7.96	7.36
TECRL	1.98	0.03	0	0.28	1.29	0.33	0
TECTA	4.24	3.34	0.58	1.4	1.45	0.77	0.52
TECTB	1.28	0.1	0.01	0	0.1	0.07	0.01
TEDC1	5.16	3.97	1.61	0.83	1.86	4.39	1.45
TEDC2	4.89	4.65	0.54	1.57	1.61	3.17	0.54
TEDDM1	2.25	2.13	0.26	0.1	0.64	0.77	0.21
TEF	5.02	5.12	3.27	2.53	2.15	5.39	0.84
TEFM	4.06	4.74	2.7	3.4	4.42	4.25	2.73
TEK	2.29	1.48	3.18	2.44	1.62	1.38	2.29
TEKT1	2.42	1.09	0.14	0	1.86	0.7	0
TEKT2	4.19	3.81	0.34	1.46	0.69	2.01	0.11
TEKT3	4.03	3.1	0	0.99	0.88	0.7	0.66
TEKT4	3.49	0.83	0	0	1.64	1.01	0.06
TEKT5	3.41	1.78	0.39	0.95	1.04	1.51	0.14
TELO2	4.76	4.98	2.06	2.38	2.3	4.24	1.64
TEN1	2.82	3.57	2.11	2	1.61	4.43	2.08
TEN1-CDK3	1.77	0.96	0.32	0.33	0.44	2.19	0.19
TENM1	4.37	4.56	1.3	0.56	0.28	1.3	0.37
TENM2	3.89	4.21	1.45	1.22	2.29	0.52	0.24
TENM3	5.59	10.21	1.78	6.05	0.66	5.14	0.72
TENM4	4.29	4.05	2.16	2.02	0.23	3.72	0.33
TENT2	5.88	5.93	4.78	5.77	5.72	5.01	4.12
TENT4A	6.39	6.47	3.42	4.15	4.68	4.51	3.38
TENT4B	3.43	3.25	2.8	3.03	3.84	2.53	2.52
TENT5A	3.94	5.12	1.17	2.42	2.12	2.04	1.26
TENT5B	3.52	1.5	0.18	0.32	0.3	1.4	0.12
TENT5C	2.31	0.9	0.7	1.23	1.07	0.57	2.29
TENT5D	1.94	0.49	0	0	0.31	0.1	0.01
TEP1	5.37	5.95	5.27	5.58	5.12	5.74	5.41
TEPP	3.13	0.7	0.04	0.04	0.11	0.79	0
TEPSIN	4.82	4.08	1.19	1.14	1.35	4.82	1.18
TERB1	2.03	0.31	0.4	0.33	0.44	0.96	0.11
TERB2	2.62	0.89	0.28	0	0.15	0.36	0
TERF1	3.77	4.03	2.73	4.57	4.52	4.22	2.52
TERF2	4.77	5.55	3.81	5.02	5.33	5.42	3.71
TERF2IP	4.38	4.58	2.74	3.69	2.86	4.68	2.46
TERT	5.18	4.55	0.46	1.84	1.28	1.78	0.64
TES	5.47	6.65	5.41	5.06	4.67	7.07	4.14
TESC	4	5.26	1.96	1.45	0.81	7.51	5.62
TESK1	7.39	5.52	3.71	3.05	3.98	5.91	3.13
TESK2	3.6	2.42	1.35	1.59	2.16	2.03	1.2
TESMIN	3.43	3.78	1.79	2.61	3.81	3.52	0.93
TESPA1	3.68	1.58	1.4	2.32	1.1	1.69	1.63
TET1	3.69	4.31	0.81	1.87	2.03	1.42	1.06
TET2	5.57	3.93	4.57	5.92	5.72	4.7	3.77
TET3	3.74	4.4	2.76	3.27	2.77	4.58	2.6
TEX10	4.65	4.03	2.35	3.87	4.06	4.31	2.82
TEX101	3.28	2.54	0	0.82	0	0.58	0
TEX11	1.37	0.25	0.08	0.1	0.23	0.24	0.14
TEX12	1.9	0.16	0.07	0.04	0.04	0	0.04
TEX13A	2.98	0.65	0.07	0.04	0.46	0.46	0.06
TEX13B	3.65	0.99	0.16	0.12	1.08	0.58	0.1
TEX13C	3.08	0.61	0.04	0.06	0.78	0.14	0
TEX13D	0.14	0	0	0	0.03	0	0
TEX14	2.48	0.85	0.14	0.59	0.77	0.59	0.2
TEX15	3.54	1.63	0.06	0.34	1.01	0.39	0.03
TEX19	1.75	0.33	0	0.04	0.15	0	0
TEX2	5.17	6.23	4.78	5.25	4.46	4.32	3.19
TEX22	3.43	2.38	0.88	0.14	0.38	2.41	0.06
TEX26	2.04	0.57	0	0	0.72	0.61	0.04
TEX261	5.01	5.23	5.78	5.47	6.5	5.69	5.1
TEX264	5.54	6.54	4.75	3.47	5.59	5.38	3.36
TEX28	3.6	0	0.44	0.08	2.51	0.36	0.37
TEX29	1.65	1.25	0	0.52	0.43	1.12	0.29
TEX30	2.82	4.46	1.68	2.97	3.81	3.07	1.79
TEX33	2.01	0.72	0	0	0.28	0.41	0
TEX35	3.76	2.76	0.07	0.36	0.77	0.5	0.48
TEX36	1.64	0.18	0	0	0.24	0.42	0
TEX37	2.99	1.49	0.07	0.08	0.51	0.19	0
TEX38	2.89	1.66	0.39	0.43	0.41	0.93	0.31
TEX43	3.39	1.46	0	0	1.8	0.33	1.02
TEX44	2.64	1.93	0.07	0.24	0.66	0.79	0.01
TEX45	5.68	4.68	0.57	1.61	0.67	1.77	0.24
TEX46	3.24	0.55	0	0	0.82	0.31	0.16
TEX47	2.45	1.21	0.1	0.03	0.58	0	0
TEX48	1.69	0	0	0	0.14	0.33	0
TEX49	0.94	0	0.21	0	0	0	0
TEX50	3.3	0.77	0.2	0.12	0.94	0.62	0.04
TEX51	3.57	1.6	0.07	0	0.16	0.41	0.04
TEX52	3.18	1.46	0.38	0.52	0.32	1.62	0.36
TEX53	0	0	0	0	0	0	0
TEX54	0.26	0	0	0	0	0	0
TEX55	3.01	1.26	1.54	0.16	0.9	0.66	0.19
TEX9	3.7	5.84	1.75	4.08	4.23	2.52	1.83
TF	4.75	1.97	10.9	1.8	9	6.54	8.65
TFAM	5.08	5.34	5.77	6.34	6.5	4.72	5.65
TFAP2A	3.77	7.04	3.92	4.16	6.29	3.56	1.58
TFAP2B	3.55	1.82	0.2	0	0.42	0.86	0.24
TFAP2C	2.47	0.93	1.69	0.01	1.79	0.81	0.19
TFAP2D	3.38	1.22	0.07	0	1.08	0.14	0.1
TFAP2E	3.83	1.74	0.56	1.02	1.7	1.45	0.64
TFAP4	4.32	5.76	2.1	3.44	3.47	4.8	2.35
TFB1M	5.75	4.7	3.96	4.7	4.15	4.72	3.07
TFB2M	2.86	3.3	3.13	3.49	3.11	3.51	3.13
TFCP2	5.43	5.28	3.96	5.19	5.44	4.8	4.23
TFCP2L1	1.29	4.35	3.31	2.01	0.33	1.45	0.64
TFDP1	5.45	8.71	4.19	5.55	5.45	6	4.44
TFDP2	5.08	5.15	3.45	6.12	5.38	5.63	4.06
TFDP3	3.22	0.68	0.03	0	0.52	0.31	0
TFE3	4.34	3.01	2.08	2.08	3.33	4.19	2.28
TFEB	4.26	4	0.73	1.52	0.97	3.56	1.23
TFEC	2.35	1.42	1.75	3.01	3.11	2.73	2.14
TFF1	2.43	4.05	6.58	2.03	3.38	1	6.04
TFF2	3.01	0.23	2.5	0	0.61	1.23	4.08
TFF3	3.34	9.41	2.96	6.82	3.21	0	3.7
TFG	5.96	5.57	5.09	5.23	5.39	6.72	4.41
TFIP11	5.43	4.72	2.94	4.68	5.47	5.09	4.01
TFPI	3.27	2.96	6.62	5.06	2.39	6.02	4.04
TFPI2	5.22	3.13	1.76	0.39	0.3	3.23	0.58
TFPT	4.51	4.18	1.68	2.08	2.5	3.63	1.51
TFR2	6.07	5.23	7.1	0.71	1.8	4.82	3.88
TFRC	6.92	6.59	4.79	6.75	5.18	6.44	5.92
TG	6.25	3.43	1.89	2.01	2.92	2.7	0.84
TGDS	3.61	3.22	2.63	2.6	3.48	3.91	2.66
TGFA	2.04	1.73	1.62	0.08	1.38	2.61	1.14
TGFB1	5.26	2.91	4.1	3.5	2.38	6.33	4.38
TGFB1I1	5.2	3.83	2.81	2.89	1.12	4.98	2.81
TGFB2	3.36	3.55	2.15	1.23	0.87	5.8	0.43
TGFB3	5.81	5.08	4.19	5.17	1.81	3.73	4.54
TGFBI	5.28	5.13	6.54	6.03	4.08	9.83	6.12
TGFBR1	5.66	5.07	5.35	6.07	6	5.43	5.54
TGFBR2	4.05	3.99	7.67	5.79	2.15	7.23	4.5
TGFBR3	6.89	5.46	3.97	4.97	4.57	2.49	3.98
TGFBR3L	4.04	3.36	0	0	0.08	1.67	0
TGFBRAP1	3.92	4.58	2.68	3.41	3.13	2.81	2.47
TGIF1	5.74	6.51	5.55	6.41	7.18	6.05	6.39
TGIF2	3.3	2.07	0.77	0.74	0.38	2.61	0.92
TGIF2-RAB5IF	1.08	0	0.62	0.01	0	0	0.39
TGIF2LX	4.39	1.19	0.82	0	2.31	0	0
TGIF2LY	0	0	0	0	0.28	0	0.1
TGM1	3.97	3.22	1.14	1.1	1.29	0.86	1.38
TGM2	3.77	3.25	6.47	3.34	1.84	8.62	6.13
TGM3	3.44	2.92	0.21	0.21	1.1	0	0.01
TGM4	2.71	1.3	0.53	0.03	0.83	0.74	0.01
TGM5	3.88	2.07	1	0.07	0.52	1.27	0.06
TGM6	2.62	1.46	0.01	0	0.39	0.43	0.01
TGM7	3.02	1.33	0.06	0.19	0.37	0.06	0
TGOLN2	5.62	6.7	5.6	6.27	6.88	6.84	6.79
TGS1	4.18	4.39	3.51	4.08	4.73	4.9	3.5
TH	4.49	1.94	0.71	0	0.66	1.83	0.64
THADA	5.15	4.84	4.14	4.31	4.2	4.13	3.89
THAP1	3.4	5.03	2.67	3.81	3.17	3.9	1.61
THAP10	2.52	2.45	1.64	2.74	2.82	2.48	0.8
THAP11	3.66	3.06	1.43	0.86	2.01	3.62	1.53
THAP12	3.99	4.26	2.93	6.73	5.21	3.79	3.5
THAP2	3.46	3.07	1.21	1.58	1.58	2.85	1.54
THAP3	5.13	2.71	2.28	1.84	2.55	3.22	2.68
THAP4	5.27	5.87	3.42	3.92	3.78	5.47	2.68
THAP5	4.32	5.89	3.56	5.58	5.67	4.26	3.23
THAP6	4.22	4.05	2.96	4.23	5.08	4.22	2.77
THAP7	4.68	4.24	1.6	1.76	2.79	4.05	1.58
THAP8	4	3.36	0.41	0.43	0.76	2.59	0.66
THAP9	4.36	3.14	1.13	2.96	3.08	2.24	1.33
THBD	2.6	3.69	1.45	1.07	0.71	3.09	1.98
THBS1	5.63	5.66	6.96	6.63	4.87	7.1	6.53
THBS2	4.71	4.94	4.91	5	1.94	5.86	6.33
THBS3	5.96	6.3	3.88	3.42	4.39	5.57	3.17
THBS4	5.91	2.53	0.98	3.04	1.04	0.95	1.04
THEG	3.01	0.61	0	0	0.81	2.04	0.03
THEGL	3.73	0.69	0.08	0.04	0.52	0.39	0.12
THEM4	4.6	3.62	3.92	2.67	4.44	4.44	3.13
THEM5	1.98	0.46	0.37	0.06	0.26	2.37	0.04
THEM6	3.4	4.37	1.11	0.42	0.89	3.68	1.37
THEMIS	2.35	0.3	0.7	1.32	0.58	0.81	1.07
THEMIS2	3.88	2.71	2.13	2.04	1.4	3.91	2.48
THG1L	3.68	3.5	2.36	2.71	2.62	3.36	2.15
THNSL1	2.52	0.44	1.45	2.07	1.09	2.9	1.17
THNSL2	3.12	0.92	2.36	2.06	2.28	4.59	1.77
THOC1	5.08	7.18	4.43	6.59	6.29	5.34	4.46
THOC2	5.6	5.63	4.54	7.53	7.97	6.1	5.01
THOC3	7.03	5.55	5.09	5.83	4.92	5.78	4.9
THOC5	5.58	5.65	3.64	4.33	4.31	5.5	3.98
THOC6	4.59	4.83	2.59	3.34	2.98	4.33	2.25
THOC7	4.42	4.82	4.96	5.83	7.41	5.96	5.15
THOP1	6.8	7.12	3.59	4.38	4.11	5.37	2.94
THPO	4.85	5.07	2.1	3.42	5.09	1.93	1.04
THRA	5.04	4.29	2.59	3.78	4.46	4.42	2.65
THRAP3	6.71	6.49	5.06	6.17	6.46	6.28	4.42
THRB	2.58	3.75	4.45	2.49	5.36	2.96	1.88
THRSP	2.43	0.38	1.58	0.41	0.11	1.17	0.86
THSD1	3.19	1.73	0.86	1.09	0.7	2.59	0.87
THSD4	5.09	4.77	4.5	2.67	3.32	2.38	1.08
THSD7A	4.65	6.16	1.77	1.4	2.59	2.48	0.69
THSD7B	3.63	1.55	0.15	0.04	0.12	0.18	0.18
THSD8	0.52	0.88	0.07	0.2	0.14	0.2	0.33
THTPA	4.55	5.15	3.25	2.5	2.43	2.66	1.92
THUMPD1	5.75	5.6	3.09	5.04	5.59	4.15	3.56
THUMPD2	4.74	3.49	2.22	3.11	2.73	3.16	1.94
THUMPD3	5.65	6.42	5.11	5.2	6.45	5.75	4.51
THY1	6.93	6.8	5.48	6.38	4.68	6.09	6.48
THYN1	4.37	5.63	3.41	4.38	4.5	3.86	3.72
TIA1	6.41	7.52	5.7	6.93	6.39	7.53	5.31
TIAF1	0.37	0.24	0.21	0.19	0.12	0.11	0.11
TIAL1	6.37	6.51	5.82	6.07	6.06	6.39	5.64
TIAM1	4.25	5.15	3.37	2.87	3.21	4.77	1.5
TIAM2	3.76	1.52	2.06	1.84	1.23	4.73	1.31
TICAM1	4.95	2.8	3.17	2	3.33	3.94	1.99
TICAM2	0.25	0	0.19	0.21	0.16	0.28	0.18
TICRR	5.57	3.7	1.96	2.97	3.33	2.84	2.7
TIE1	5.87	3.37	2.72	1.54	1.41	2.84	2.22
TIFA	3.72	4.51	1.19	2.56	3.31	2.01	1.74
TIFAB	1.57	0.37	0.07	0.04	0.14	0.14	0.03
TIGAR	1.45	2.08	0.07	0.15	0.15	3.32	0.12
TIGD1	2.36	1.76	0.41	0.64	0.77	1.71	0.4
TIGD2	4.22	3.72	2.06	2.69	3.12	2.39	1.42
TIGD3	3.14	2.21	0.07	0.58	0.49	0.63	0.11
TIGD4	2.22	1.45	0.14	0.26	0.4	0.76	0.08
TIGD5	2.51	1.27	0.15	0.08	0.14	2.49	0.1
TIGD6	2.99	2.52	0.49	0.96	1.77	1.8	0.58
TIGD7	1.1	2.06	0.24	0.16	0.24	0.38	0.06
TIGIT	4.72	2.12	0.82	0.9	0.4	1.76	1.23
TIMD4	3.08	1.16	2.64	0.98	1.8	3.5	2.14
TIMELESS	5.68	6.48	2.61	4.52	4.8	4.01	2.87
TIMM10	5.48	5.72	4.9	4.83	5.74	5.1	3.72
TIMM10B	4.21	2.11	0.29	1.06	0.36	0.48	0.39
TIMM13	6.02	4.46	2.5	2.78	2.86	4.51	1.98
TIMM17A	5.42	6.02	4.7	5.47	5.54	4.79	3.87
TIMM17B	4.3	4.57	2.3	2.63	3.03	4.37	2.59
TIMM21	4.67	7.21	3.48	5.67	4.87	3.54	2.92
TIMM22	2.9	2.11	0.7	0.84	1.2	1.62	0.9
TIMM23	4.8	4.59	5.41	5.03	5.43	5.4	5.14
TIMM23B	5.14	4.95	5.02	4.25	2.66	5.63	3.78
TIMM29	4.27	2.67	0.69	0.89	0.89	2.25	0.82
TIMM44	6.66	5.43	3.34	4.96	5.53	4.37	3.67
TIMM50	6.12	6.07	4.41	4.87	4.67	5.28	4.45
TIMM8A	3.27	2.14	2.06	2.36	3.17	2.77	2.14
TIMM8B	3.94	3.55	2.56	2.72	2.53	4.02	1.69
TIMM9	3.47	3.64	3.34	4.5	4.7	4.16	3.69
TIMMDC1	4.47	4.37	3.87	3.55	4.35	5.71	2.63
TIMP1	7.77	6.91	8.26	7.63	3.75	9.71	9.14
TIMP2	2.59	3.26	2.81	3.14	3.16	4.43	3.44
TIMP3	3.26	2.47	3.56	3.21	1.41	5.21	4.49
TIMP4	1.84	2.19	0.21	0.46	0.5	3.33	0.39
TINAG	3.37	0.65	0.38	0	0.86	0.63	0.03
TINAGL1	4.87	3.6	5.2	2.1	0.69	7.53	4.91
TINCR	1.21	0.08	0	0.08	0	0	0
TINF2	6.53	6.57	5.94	6.49	5.82	4.79	5.58
TIPARP	3.41	4.84	4.08	4.8	4.2	5.59	3.5
TIPIN	3.81	4.93	2.97	5.39	4.11	3	3.16
TIPRL	5.27	4.99	3.66	4.75	5.95	5.41	3.15
TIRAP	4.12	4.65	1.63	2.11	2.03	3.3	2.19
TJAP1	5.56	4.26	3	3.04	3.67	4.63	3.09
TJP1	5.85	7.18	5.98	6.02	6.28	6.98	4.45
TJP2	6.05	6.63	6.5	6.96	5.67	5.9	4.84
TJP3	5.02	7.18	4.44	3.65	4.99	4.35	2.11
TK1	2.93	3.88	2.3	2.36	4.15	4.54	2.87
TK2	4.43	4.33	5.93	4.56	6.61	4.79	4.77
TKFC	5.52	5.41	3.58	3.08	2.63	4.53	2.42
TKT	7.22	5.59	5.31	4	5.03	7.73	5.28
TKTL1	3.87	1.37	0	0.2	0.58	0.28	0.3
TKTL2	2.29	0.69	0.01	0.04	0.15	0.45	0.01
TLCD1	3.84	3.99	3.49	2.8	3.5	4.23	1.77
TLCD2	1.47	0.12	0.28	0.08	0.19	1.03	0.08
TLCD3A	4.61	4.52	2.47	2.5	3.3	3.71	2.3
TLCD3B	2.96	3.51	0.08	1.16	1.49	0.63	0
TLCD4	1.52	1.56	3.06	1.49	2.65	2.1	0.9
TLCD4-RWDD3	1.59	1.8	1.82	1.36	2.13	1.18	1.25
TLCD5	3.67	3.03	0.46	0.74	1.64	1.29	0.21
TLDC2	1.91	1.3	0.78	1.26	0.85	2.31	1.59
TLE1	5.93	4.42	2.52	2.9	4.75	4.56	2.07
TLE2	4.6	4.65	1.65	2.66	1.64	2.1	1.6
TLE3	4.95	5.53	3.48	3.15	3.82	6.23	3.27
TLE4	6.68	4.84	2.36	3.4	3.53	3	2.24
TLE5	8.06	8.21	5.68	6.45	6.04	7.3	4.83
TLE6	4.88	3.44	1.46	2.14	1.36	1.88	0.3
TLE7	0.06	0	0	0	0	0	0
TLK1	5.8	6.46	5.72	6.48	7.44	5.65	5.18
TLK2	5.73	5.72	3.71	5.85	4.82	6.14	3.74
TLL1	2.19	5	0.24	2.62	0.42	0.24	0.32
TLL2	2.95	2.02	0.14	0.08	0.43	0.12	0.2
TLN1	9.02	7.76	6.06	6.8	6.97	8.73	5.9
TLN2	4.21	2.79	1.46	3.48	3.08	3.9	1.57
TLNRD1	2.96	3.38	0.2	0.31	0.12	2.61	0.07
TLR1	3.39	2	3.04	3.71	2.97	3.35	3.2
TLR10	2.85	0.55	0.45	1.4	0.58	0.59	0.44
TLR2	4.45	2.07	2.47	1.97	2.44	3.45	3.09
TLR3	3.81	3.75	3.35	3.01	2.44	3.29	2.25
TLR4	4.59	3.03	3.8	4.86	2.78	2.92	3.59
TLR5	3.03	1.58	1.91	1.43	2.1	4.45	1.56
TLR6	3.44	1.15	3.01	2.86	1.93	2.94	2.51
TLR7	1.58	1.14	0.51	2.11	0.93	1.36	0.99
TLR8	1.98	0.5	0.59	1.6	0.9	1.79	1.51
TLR9	2.26	1.55	0.12	0.2	0.12	0.37	0.04
TLX1	3.43	0.55	0.08	0.01	0.14	0.41	0.07
TLX2	3.86	0.44	0.3	0	0.49	1.71	0.06
TLX3	3.77	1	0	0.15	0.42	0.49	0
TM2D1	5.12	5.09	5.36	5.36	5.25	5.45	3.65
TM2D2	4.47	4.35	4.73	4.2	5.51	4.79	4.34
TM2D3	4.09	5.19	3.47	3.42	3.38	4.68	3.12
TM4SF1	3.07	2.79	6.93	4	5.63	9.3	5.69
TM4SF18	2.79	1.11	2.97	1.42	2.04	1.4	3.02
TM4SF19	1.82	0.79	1.3	0.75	1.74	1.95	0.98
TM4SF19-TCTEX1D2	0.86	0.88	0	0.07	0	3.54	0
TM4SF20	1.37	0.26	0.51	0.12	0.25	0.16	1.92
TM4SF4	2.92	1.09	4.77	0	0.33	3.33	3.08
TM4SF5	2.94	0.61	2.75	0.06	0.25	2	2.88
TM6SF1	1.99	3.48	2	2.36	1.82	2.33	2.41
TM6SF2	3.94	1.36	1.16	0.33	0.49	0.61	0.46
TM7SF2	6.32	6	3.8	2.76	3.62	2.55	2.33
TM7SF3	5.58	8.7	7.22	6.55	5.9	7.18	4.74
TM9SF1	4.84	5.36	3.62	3.75	4.11	4.5	3.64
TM9SF2	5.14	6.53	5.56	5.64	7.42	6.87	5.92
TM9SF3	6.18	6.06	6.17	6.8	7.74	7.06	5.71
TM9SF4	4.63	4.58	4.08	4.02	3.73	5.17	4.01
TMA16	3.36	3.44	2.77	4.54	3.69	3.71	2.26
TMA7	6.26	6.4	4.55	5.67	8.3	5.99	5.52
TMBIM1	4.62	3.64	7.71	4.29	3.17	7.71	6.64
TMBIM4	5.63	5.85	6.18	5.37	7.19	6.32	5.15
TMBIM6	9.88	9.23	9.5	8.83	9.73	9.82	8.92
TMC1	4.74	2.45	0.42	0.58	1.45	0.93	0.5
TMC2	2.61	0.88	0.12	0.01	0.33	0.5	0.07
TMC3	1.89	1.07	0.14	0.03	0.18	0.19	0.06
TMC4	5.13	5.89	4.17	4.31	3.64	5.55	2.65
TMC5	2.43	5.88	4.15	5.6	7.32	4.12	5.22
TMC6	5.63	4.11	4.79	3.48	4.04	8.27	4.06
TMC7	2.07	1.36	2.25	0.99	1	3.49	2.19
TMC8	4.75	2.04	1.78	2.11	1.27	4.72	2.87
TMCC1	3.27	5.01	3.22	3.7	2.91	4.87	2.99
TMCC2	4.6	4.45	0.37	0.49	0.74	1.16	0.28
TMCC3	4.35	2.31	2.5	1	1.29	4.19	0.51
TMCO1	6.59	6.49	6.65	7.56	7.82	6.63	5.61
TMCO2	4.37	2.36	0.12	2.27	1.19	0.9	0.25
TMCO3	5.17	6.96	3.48	5.23	6.82	6.73	3.65
TMCO4	4.82	3.4	1.55	0.94	2.73	3.83	1.77
TMCO5A	2.15	0.64	0	0	0.26	0.25	0.07
TMCO6	4.95	5.09	2.67	2.12	2.77	4.18	2.03
TMDD1	0.11	0	0.06	0	0	0	0
TMED1	6.08	4.24	2.4	1.58	1.98	4.85	1.83
TMED10	7.28	8.61	7.93	7.59	7.74	6.91	7.01
TMED2	6.57	8.17	6.58	6.68	7.63	8.46	5.74
TMED3	3.86	4.4	3.7	2.46	2.74	4.88	3.14
TMED4	5.08	6.27	3.88	3.43	4.25	5.9	3.38
TMED5	6.1	4.41	5.36	5.73	5.97	6.01	4.33
TMED6	2.84	1.94	1.06	0.38	1.08	1.15	1.04
TMED7	5.47	5.62	4.62	4.66	6.04	5.58	4.63
TMED7-TICAM2	3.65	1.23	2.12	2.49	1.69	3.18	1.23
TMED8	2.06	2.38	0.76	1.1	0.98	1.02	0.59
TMED9	6.56	6.87	4.81	4.49	5.13	8.15	4.34
TMEFF1	2.37	1.58	0.07	1.4	1.06	0.86	0.08
TMEFF2	1.42	2.44	0.03	0.06	8.32	0.1	0.12
TMEM100	2.5	0.43	0.14	0.37	0.25	0.21	0.07
TMEM101	3.63	2.54	1.72	1.39	0.9	3.2	1.45
TMEM102	3.45	1.93	0.56	0.31	0.58	2.68	0.45
TMEM104	5.11	4.51	2.32	3.29	3.08	3.88	1.94
TMEM106A	3.42	3.14	2.74	3.48	1.84	4.07	3.09
TMEM106B	5.19	5.12	5.28	4.99	5.47	5.97	3.68
TMEM106C	7.4	8.87	5.47	6.76	7.83	6.77	5.23
TMEM107	4.14	4.63	1.8	2.4	3	2.58	1.41
TMEM108	4.19	5.21	0.24	2.46	0.75	1.32	0.32
TMEM109	4.04	4.61	2.84	2.8	2.62	4.21	3.11
TMEM11	4.78	4.92	1.53	2.88	3.68	4.21	1.7
TMEM114	3.8	0.83	0.14	0	0.73	0.8	0.4
TMEM115	3.89	3.48	1.49	0.84	2.05	3.64	1.64
TMEM116	3.2	5.02	2.45	3.79	4.51	3.06	1.46
TMEM117	3.22	1.77	2.04	0.99	3.18	2.63	1.68
TMEM119	3.37	1.16	0.19	1.05	0.16	0.45	0.29
TMEM120A	6.71	4.48	3.87	2.46	3.82	5.41	3.79
TMEM120B	3.93	3.4	1.89	2.36	2.58	3.08	1.38
TMEM121	3.63	1.7	0.29	0	0.49	0.86	0.12
TMEM121B	2.42	1.94	0.04	0.19	0.19	0.66	0.07
TMEM123	6.82	8.1	8.35	9.53	9.63	7.74	7.71
TMEM125	3.21	1.61	0.21	0.11	0.59	1.43	0.15
TMEM126A	4.43	4.3	4.52	4.98	4.41	3.55	3.97
TMEM126B	3.44	3.66	3.88	4.79	4.98	4.23	3.43
TMEM127	5.7	5.2	3.05	3.18	3.97	5.56	3.95
TMEM128	2.42	1.95	1.59	2.41	3.31	2.7	1.08
TMEM129	5.26	4	1.41	0.74	1.31	4.71	0.64
TMEM130	3.97	1.68	0.12	0.03	0.44	0.8	0.21
TMEM131	4.97	5.18	4.09	4.97	5.01	5.44	3.66
TMEM131L	4.83	4.75	3.42	5.19	4.62	3.88	2.45
TMEM132A	6.48	5.57	1.44	1.51	1.58	4.65	1.49
TMEM132B	3.97	2.29	0.08	0.11	1.14	1.2	0.42
TMEM132C	2.4	0.69	0.04	0.04	0.24	0.39	0.01
TMEM132D	2.07	1.52	0.08	0.06	0.54	0.31	0.04
TMEM132E	2.8	0.82	0.38	0.06	0.2	1.18	0.15
TMEM134	6.42	4.62	4.56	2.97	3.36	6.21	3.48
TMEM135	5.69	5.34	5.8	7.36	5.35	3.84	4.11
TMEM138	5.46	4.76	2.81	3.46	4.09	3.94	2.28
TMEM139	3.91	2.52	1.47	0.07	0.45	1.82	0.51
TMEM140	3.52	4.27	0.71	0.59	1.16	2.76	0.99
TMEM141	5.12	4.88	4.94	3.84	5.35	5.63	5.09
TMEM143	5.26	4.26	1.16	1.17	0.99	2.26	0.96
