Gene	Sample_14_SS_18_2698	Sample_12_SS_18_4268	Sample_26_SB_20_5744	X27_sb_19_5484	sb_19_6002	Sample_35_SB_18_6513	CL0191_T1R_T	Sample_2_WS_18_051587	Sample_41_CN20_33_A1_B1	Sample_39_S18_11654	Sample_28_SB_20_399	Sample_48_ASP19_05374	Sample_49_NC_20_182_A1	X16_sb_19_5365	Sample_45_RA_023_11	Sample_39_SF_20_216_A1	Sample_47_WS_20_4104	Sample_41_RS_20_1704	Sample_25_SB_20_5907	Sample_23_SB_20_788	Sample_34_SB_18_7364	Sample_10_SS_18_5516	Sample_11_SS_18_5261	Sample_1_WS20_3053
SCIMP	1.71878	1.59028	1.88523	5.24844	2.19494	2.11047	3.31831	1.33583	3.34208	0.80571	1.34838	2.6693	2.56203	5.27038	1.13846	5.42535	1.87458	0.417321	0.976092	3.20829	0.801325	0.801284	1.17447	0.561994
SCIN	4.96311	0.330758	2.20356	4.40365	0.0521526	1.89442	5.5206	0.943624	1.85096	0.104447	0.518436	0.282328	12.9804	7.38413	8.06137	1.46339	6.24439	0.188665	0.139983	0.45469	1.89191	2.82562	4.44411	0.615447
SCLT1	2.42215	2.6453	1.31244	2.05616	1.05357	1.1543	1.43855	1.30534	0.855571	0.572139	0.783412	2.74135	1.45548	2.67415	0.964931	5.40073	2.98705	1.53706	0.841823	1.00968	0.9361	0.886728	0.90913	0.648642
SCLY	2.20957	1.98418	1.16597	14.432	0.889204	4.02528	1.5442	1.1688	1.97129	1.11793	1.82785	1.6236	0.873892	12.7087	0.504573	1.70093	2.61636	2.14195	2.20145	1.0324	1.19668	1.49953	1.05693	0.670829
SCMH1	2.21797	5.55659	2.03483	2.80883	1.92815	2.11582	1.48091	3.4334	2.12551	1.68982	2.98661	1.64149	1.6492	8.96403	1.39013	2.77678	2.79677	1.19768	0.770585	2.00132	2.7619	2.08801	1.03725	1.55181
SCML1	4.40916	3.61633	5.57151	6.59401	1.30483	3.09499	3.30325	4.06893	2.8027	3.87137	1.77453	3.94237	1.22736	7.34509	0.77588	3.02197	2.59718	2.08364	1.23476	3.94298	2.3602	2.34506	1.37778	0.904855
SCML2	1.98965	2.85436	0.457979	1.45965	1.21117	1.29688	1.25939	1.74404	1.94715	2.12168	0.470583	2.55274	0.235589	1.91204	0.372745	1.76084	1.76439	1.15049	0.839998	0.355703	1.34317	0.751435	0.329536	1.24039
SCML4	0.0154783	0.0638175	0.0671894	2.64213	0.0156102	0.0269184	0.215873	0.0437831	1.10724	0.0362799	0.0595667	0.356683	0.360416	2.22335	0.0845146	0.213642	0.157522	0.0225102	0.0179753	0.35958	0.00874733	0.00957758	0.0903025	0.0167678
SCN10A	0.00193022	0.00720184	0.0357377	11.275	0.0105985	0.0192019	0.00301894	0.0347718	6.09791	0.00498509	0.0134148	0.0469813	0.00428031	9.69471	0.00443516	0.28623	0.196842	0.0131187	0.00802261	0.00731376	0.0119561	0.00858702	0.0479444	0.0133147
SCN11A	0.0499855	0.187475	0.179183	6.76346	0.223316	0.466229	0.477678	0.171183	3.60638	0.0846827	0.0551244	0.102873	0.0322822	6.51019	0.0890809	0.380231	0.241316	0.0164731	0.0378302	0.0721737	0.188544	0.00769089	0.102493	0.365875
SCN1A	0.171687	4.79228	0.186223	6.63344	0.0166905	0.044779	0.0446746	0.876657	4.14392	0.499379	0.889083	0.101122	0.14901	8.48893	0.115126	2.28761	3.19548	0.093275	0.788102	0.35316	0.355449	0.303408	0.391081	0.0603447
SCN1B	40.5197	1.96409	4.86327	23.3183	4.60839	11.7003	18.8175	0.882676	12.2177	14.407	4.6517	0.699337	0.939269	20.6699	0.646912	3.99717	1.75626	0.995389	0.535753	5.76426	0.980508	3.84671	1.54576	5.26705
SCN2A	4.24945	0.200974	13.6023	6.09321	0.0226198	8.82524	18.4052	1.65381	5.58984	0.417935	12.9574	0.0870744	6.64559	7.98229	7.66873	1.56882	24.7466	0.163647	0.270312	0.130808	5.37309	0.941401	2.23129	0.0396862
SCN2B	0.00637216	0.0257564	0.101462	10.8914	0.169945	0.00664354	0.0797306	0.0918326	15.2638	0.0370284	0.00621553	0.114743	0.00491494	7.81408	0.00381955	2.21203	0.368057	0.00316891	0.00993178	0.284677	0.142845	0.00391007	0.166745	0.0605285
SCN3A	33.7545	7.01384	48.6357	7.3756	0.176801	11.7423	98.6643	41.3806	8.73244	3.8994	56.3121	4.5289	28.7287	9.96299	54.3047	22.6094	62.0574	0.387111	16.8561	1.03257	97.3367	47.5921	29.9657	0.287469
SCN3B	0.849677	0.153922	0.239974	6.83708	0.220282	2.38263	1.66036	0.925614	5.56874	0.857777	2.28927	0.642264	0.0666476	6.81814	1.37973	0.784319	2.60058	0.321686	0.756311	0.435243	0.390799	1.82261	2.06678	0.192981
SCN4A	0.316683	0.040744	1.24394	42.1111	0.247338	1.46015	0.0878374	0.0533952	11.9336	0.0661004	0.482321	0.204969	0.0800168	35.4216	0.0141822	2.00267	0.682731	0.0117664	0.0151291	0.571793	0.045094	0.0301535	0.0117204	0.140775
SCN4B	4.48283	3.49528	11.4047	9.81304	6.37585	1.02766	2.4387	5.00768	40.3488	2.87784	2.4816	4.23731	0.212319	6.80178	0.722443	8.06701	4.48932	2.04044	1.5696	15.7145	3.51153	0.945599	5.42693	6.70515
SCN5A	0.885084	2.08448	2.64457	20.0701	0.640554	6.86869	0.72901	2.58029	17.963	1.74122	2.77752	0.821236	0.0315109	13.0003	0.695445	4.48625	3.88503	0.745328	0.197141	0.266933	1.11107	0.0549524	0.791213	1.66125
SCN7A	0.0508705	0.558632	0.047508	6.03156	0.0405795	0.558417	0.416582	0.41085	2.38564	0.0931914	0.0353228	0.13468	0.0181555	7.74439	0.315881	0.439134	0.1482	0.00565993	0.00322527	0.239256	0.0195317	0.124437	0.159697	0.00187202
SCN8A	8.15286	5.84467	2.25461	5.63068	1.1004	4.02198	3.10514	6.05062	8.7244	2.8124	3.76761	2.98509	2.18966	6.49859	1.4394	9.77768	8.22115	0.628019	4.55656	0.222601	4.87688	6.9387	2.90624	3.45134
SCN9A	0.770184	7.38325	1.95318	4.80585	0.135534	1.3834	1.88858	1.45964	1.83455	0.131997	1.5796	1.02634	0.940607	6.03803	4.67536	3.62935	2.95366	0.147771	0.141348	0.49908	5.00742	1.49755	1.79767	0.0761608
SCNM1	25.5909	18.8962	14.7074	53.7308	12.9543	15.1435	20.2702	23.4957	19.2741	16.9341	31.7427	15.1577	11.7376	58.7471	19.2909	18.5291	40.8694	21.877	20.5051	15.2973	32.1864	12.9881	13.6581	25.9927
SCNN1A	28.7408	13.7502	76.3547	22.7008	13.6482	6.51072	53.8927	130.522	19.7673	1.58653	231.426	3.66954	19.0758	22.3573	14.6614	43.9728	115.464	11.302	0.403973	5.94859	99.1738	155.394	66.913	14.4188
SCNN1B	0.366219	0.14731	0.101117	5.51667	3.01807	0.0403326	0.241207	0.198643	5.10074	0.188654	1.15089	0.158627	0.0312425	5.75908	11.9577	0.936629	0.388249	0.0294233	0.0420885	0.797336	0.308757	0.0625563	1.29366	1.56394
SCNN1D	3.66697	0.752275	1.18058	44.8833	1.12983	2.42549	3.27611	2.09077	3.88087	1.68233	0.802124	0.305003	1.08912	35.7729	0.77606	1.99658	2.08869	1.51039	0.674051	1.12073	1.90466	0.814313	0.72126	0.905897
SCNN1G	3.28064	0.513929	0.381269	14.7161	13.2778	0.0763365	3.88334	2.54941	13.9187	0.315556	7.79623	0.225	0.0518857	14.8602	7.34629	2.15417	1.16416	0.0414185	0.28197	0.770463	3.8647	0.233345	3.12371	6.60905
SCO1	6.65786	7.06449	4.63994	15.6658	6.31015	11.0906	5.80256	6.15666	6.45034	2.55726	4.53502	11.2413	2.44659	14.5768	4.81979	15.7955	8.49935	2.90601	4.33813	9.12248	2.32259	3.16155	2.98112	3.39464
SCO2	200.5	112.278	117.847	96.6878	41.7024	31.0603	74.3452	115.641	61.6717	121.644	129.58	55.3174	80.0599	58.7518	27.6934	55.0847	80.4137	128.201	160.295	124.977	119.438	114.324	268.033	48.5904
SCOC	0.499737	0.360763	0.496594	1.30199	0.463235	0.65981	1.29486	0.415614	0.61925	0.32164	0.410832	0.532912	0.54987	1.91918	0.740224	1.23815	0.354672	0.508788	0.411365	0.745056	0.316278	0.830973	0.526821	0.327586
SCP2	8.14943	6.58136	4.6031	3.63525	2.65395	2.55288	3.19765	4.92807	4.66967	1.73657	5.08568	3.64198	3.19142	4.31709	3.71468	7.55087	3.65941	4.05794	1.37797	6.39531	3.25066	7.90181	4.83298	5.07479
SCP2D1	0	0.174933	0.104169	129.523	0	0.0733229	0	0.506766	21.0578	0	0.0685991	0.472212	0	156.327	0	0.77213	0.952297	0	0.146152	0	0.829758	0	0	0
SCPEP1	34.7396	16.8311	30.9364	12.7908	14.8689	6.60867	30.9063	52.2649	7.40138	5.02638	13.1517	8.89145	40.2893	15.201	6.62853	10.7254	37.5134	3.71274	1.32409	20.0229	44.1983	13.681	35.9503	21.1004
SCRG1	1.1857	0.594032	0.365349	3.70022	0.488796	0.345894	0.460237	0.302911	0.286263	0.236095	0.201553	0.314992	0.122663	4.27662	0.800644	0.775167	0.506307	0.417492	0.334238	0.157721	0.265492	0.173925	0.196396	0.107657
SCRIB	22.7767	24.0767	10.4476	39.0569	9.75697	17.1886	42.9679	30.7848	4.14644	12.2858	11.1101	5.88234	24.5296	32.9124	5.4442	6.32432	10.8409	10.8349	25.1507	14.2838	46.1991	49.9577	39.5392	21.7577
SCRN1	2.61276	4.79152	2.41593	3.54945	1.5198	3.68469	2.48724	3.82416	2.22106	2.85106	2.91029	1.94269	1.13822	5.38498	4.99534	4.4563	4.2441	0.769765	3.02899	1.18371	1.01169	3.95628	2.09675	5.40588
SCRN2	9.80162	8.7102	11.5038	95.2952	7.65815	8.98587	17.7043	10.2555	12.7804	7.64249	9.39108	2.81458	9.02546	86.8228	4.39547	6.31502	4.85608	12.4176	3.97037	8.99836	23.691	27.2586	18.4212	11.6636
SCRN3	5.01758	4.01449	3.6248	5.43316	2.35693	3.78461	3.48191	4.53115	3.4574	2.60402	3.63384	5.02938	2.17381	6.11556	2.14666	16.7579	14.7249	2.70043	2.60371	2.92861	3.22951	1.91859	2.15448	2.49444
SCRT1	1.27726	0.178582	0.0881115	36.6836	0.0707977	0.969516	0.278663	0.266059	1.5855	1.05955	0.272117	0.0400675	0.0854377	33.0639	0.127874	0.578435	0.649265	0.0435248	0.539966	0.0604032	0.338826	0.216497	0.191225	0.0630939
SCRT2	0.239089	0.00600044	0.00357312	12.6756	0	0.00894248	0.00574932	0.003311	0.453543	1.39972	0.0941215	0.0520283	0.0148853	10.2052	0.00385596	0.113375	0.0571638	0.0309248	0.885669	0.0102142	0	0.00197367	0.00394533	0.00290978
SCT	9.80279	9.20517	5.31092	36.9681	2.3739	22.0182	1.58759	5.35023	3.55044	9.51519	3.20867	0.742938	5.02377	31.8627	0.446938	0.912398	3.53559	4.16609	4.73974	2.05127	16.456	6.98405	7.04774	3.09493
SCTR	0.0923986	0.0566616	0.030082	6.54308	0.00129169	0.525638	0.0436612	0.0237316	1.21928	0.0336686	0.0275736	0.0252964	0.0016935	6.9231	0.00987057	0.136704	0.0850103	0.00127387	0.0205327	0.0456376	0.0336762	0.100371	0.0466814	0.00546225
SCUBE1	0.13142	0.149239	0.145399	6.77152	0.0682489	0.0893177	0.187948	0.270512	1.8595	0.066542	0.277701	0.136301	0.0283545	4.78897	0.0493947	1.15218	0.946104	0.024269	0.0207948	0.0139031	0.0439407	0.0805761	0.32831	0.0437125
SCUBE2	1.14744	1.40865	0.785553	6.83677	0.402261	0.0955495	0.351848	0.444221	2.25716	0.25753	0.229897	0.257574	0.446104	7.6556	0.100792	0.599223	0.472782	0.59236	0.215574	0.763015	2.24061	0.0449887	0.150049	0.498713
SCUBE3	10.1803	7.80014	4.33163	24.0196	3.33397	3.70689	4.13266	6.79705	5.19182	3.7196	5.12015	1.8123	1.35793	28.6278	3.49049	7.21097	6.90913	1.83232	3.0569	2.01954	6.91578	2.04744	5.44812	3.30887
SCX	38.9929	9.72086	6.31722	46.7376	7.25572	9.88561	13.9165	19.7597	5.48084	5.97235	10.6593	3.06891	11.7843	40.2588	1.14109	6.21234	11.0607	20.8681	6.17092	6.60903	38.7587	18.0611	23.6401	6.45817
SCYL1	13.5469	15.2679	19.76	38.4626	9.51207	10.3019	21.9526	21.1267	7.36428	11.5944	15.535	7.48502	15.2446	34.6796	8.97916	10.6172	10.8059	16.4877	18.9011	29.5726	15.3348	18.2508	16.7575	17.0891
SCYL2	8.60102	15.2453	6.0244	6.30799	5.22887	5.6422	10.1852	10.4253	2.81379	4.25406	8.16313	7.11502	2.75756	7.50289	6.13108	10.7091	9.06259	2.55095	3.35881	6.88574	3.76213	2.50425	2.71139	3.84848
SCYL3	10.3341	8.29321	3.2505	8.61857	2.98736	4.1987	3.75877	10.1839	5.52487	2.46846	3.91189	7.06257	2.0633	12.3323	2.48566	10.8719	15.9758	4.88714	3.32575	2.86607	6.59496	1.90036	2.86295	2.98234
SDAD1	4.44453	6.88178	5.56151	8.85724	5.03894	18.0124	6.13274	9.37115	2.6402	5.22924	7.17788	7.36112	5.20405	9.92736	6.07258	9.53525	11.6938	6.70301	11.6274	6.85935	3.27003	8.31411	4.23719	4.99005
SDC1	4.40584	5.90045	2.74473	10.6736	0.672077	1.55399	3.02047	2.37449	1.60755	1.44201	0.809735	0.545655	1.92457	9.09503	0.229777	1.92866	1.69111	8.92642	1.3097	2.1165	1.82633	3.14746	4.8344	1.39261
SDC2	0.726161	0.552097	1.48503	1.02424	0.314733	0.620123	0.269039	1.30555	0.269603	0.352153	0.226112	0.252049	0.0258154	1.70595	0.382246	0.266069	1.00328	0.326718	0.229654	10.3512	0.330396	0.374535	0.282114	0.738146
SDC3	1.87539	1.77641	3.83164	4.51373	1.8372	1.0355	1.35604	1.52131	1.73524	1.09834	5.65468	1.06131	1.10077	4.28665	1.38674	1.04264	1.35074	1.22492	0.688013	4.32043	2.53943	2.12501	1.8362	1.35748
SDC4	3.05196	4.07162	2.02177	6.28669	6.64281	6.09049	3.63486	3.5229	2.88354	0.641428	1.70271	3.61056	4.46852	4.79198	0.571176	2.70215	5.15603	12.6146	4.43031	6.3842	4.25546	15.0669	8.32852	11.2175
SDCBP	11.3298	13.6994	17.4595	7.70621	14.0498	13.6273	31.2095	14.4829	2.78229	4.38369	16.115	18.1993	15.7049	9.13555	13.198	10.46	16.275	6.70401	2.86717	27.3867	6.66645	4.69686	7.06908	15.2766
SDCBP2	0.262073	0.368192	0.475339	12.7049	0.0666206	0.714288	1.06269	0.505832	7.2109	0.253817	0.487593	0.262174	0.423934	12.611	0.168726	0.820985	0.480551	0.799681	0.232812	0.355525	0.821684	0.890426	0.921722	0.293065
SDCCAG3	7.07841	13.1883	9.30085	44.7369	4.31144	15.2598	13.1737	10.2378	11.9934	15.4574	6.02491	6.38052	9.80327	37.3794	2.89332	6.56118	8.94002	20.4621	10.1714	8.54802	9.47895	11.4268	5.64039	3.41424
SDCCAG8	5.62556	5.49396	3.45888	1.95844	1.81053	2.43324	2.24514	4.0439	2.73194	1.67607	4.32647	3.69338	1.67083	3.12509	3.48905	12.4952	5.80936	2.47286	5.60928	2.504	3.43622	1.9408	2.54311	1.41249
SDE2	12.6265	17.132	8.30485	15.5477	5.38989	7.66141	11.4806	12.7891	13.1501	9.88933	9.41182	18.9844	16.6199	19.2304	17.8918	21.7148	19.8148	22.6013	18.1729	10.7128	25.4094	16.9173	13.5929	13.129
SDF2	3.88136	3.5983	5.56737	12.3241	4.22374	5.98927	7.55809	6.37889	7.90393	4.32831	5.05134	4.41275	7.50355	12.9831	4.77773	5.57243	6.19847	4.51472	4.99844	7.17537	6.46903	9.21737	6.91817	7.58294
SDF2L1	7.51122	6.05445	20.66	69.5548	7.33021	16.8701	20.2009	14.6782	8.57472	9.7787	28.0921	8.43683	20.0524	66.6929	47.6353	3.27185	4.89905	41.2379	4.04986	22.6356	19.1181	48.5006	15.6787	24.1645
SDF4	12.394	12.0681	17.2093	15.7319	3.91457	12.9429	10.6945	17.257	4.57867	8.71728	4.96538	11.9974	31.3034	13.3265	10.1187	13.1998	19.1263	25.9892	17.285	15.6611	16.5771	25.2935	19.6018	7.42157
SDHA	59.7323	45.2008	43.6028	18.2636	30.8179	30.0422	31.3079	51.7139	41.3949	19.9009	42.5693	65.4462	65.791	17.014	15.2242	39.0976	83.8538	58.8956	62.3577	42.1504	40.1905	67.703	52.1618	45.7585
SDHAF1	5.2494	3.99555	4.52525	36.1458	0.658827	13.6386	7.88188	3.45838	3.14359	5.28738	3.53305	2.57622	3.56306	29.2909	1.37609	1.61373	2.31014	8.57655	6.31273	2.98243	10.7519	12.2918	10.062	5.62271
SDHAF2	9.34346	7.06402	11.7661	8.98787	9.26199	8.72902	23.858	13.8639	8.19964	6.15512	9.84617	10.8644	6.21607	9.00465	6.68105	15.4756	9.94175	5.06274	5.70625	10.1129	7.44345	9.25341	5.04165	7.29555
SDHB	8.80902	5.37709	8.41874	9.71843	7.24928	8.35249	11.9046	8.40323	6.96608	3.72086	6.39016	7.97876	14.3714	9.82663	7.49402	7.85594	7.9316	12.8784	6.21402	10.5252	5.69857	11.9767	4.62432	13.1748
SDHC	11.185	9.26598	6.92086	11.5266	7.08574	9.33855	8.01982	10.913	10.394	4.68757	8.54116	9.94269	4.07339	15.0022	11.5127	7.55989	10.0567	6.81868	9.45994	7.77548	7.84272	4.11752	5.21877	9.3544
SDHD	8.19278	3.97348	10.9307	11.149	4.86718	9.53921	8.2988	7.59591	9.64465	4.97756	11.4004	9.23273	8.9177	8.8613	3.91695	4.56887	4.73649	7.82767	9.58825	10.901	6.88293	5.61288	6.47377	8.35805
SDK1	3.69811	2.62133	0.646905	2.19596	1.52392	1.24443	1.14573	2.11917	0.809468	0.72679	0.772826	0.233122	0.234539	3.19257	0.433293	1.71582	1.9541	0.412365	0.377219	0.65614	1.26385	2.16551	1.36224	5.29229
SDK2	3.27854	0.277285	0.54521	5.65921	0.217775	0.73016	3.12035	0.798125	2.72767	0.32575	0.842038	0.367269	0.860472	5.58492	0.111851	0.619737	4.84626	0.182934	0.0728674	0.546704	0.62742	2.83559	0.868729	0.196283
SDR16C5	0.176187	0.14819	0.0150557	6.61362	0.040752	0.13188	0.0121127	0.399936	2.38685	0.0262517	0.773904	0.561166	0.0383295	7.29769	0.00180528	0.28911	0.380415	0.38717	1.14929	0.0388	0.114597	0.796976	1.41766	0.346364
SDR39U1	61.2601	80.3155	43.381	125.831	65.0718	55.6687	66.1038	69.5249	65.7443	27.2006	36.2256	39.0014	59.63	110.876	21.2166	38.0258	58.853	37.919	37.0997	45.9463	64.7394	77.7168	77.439	74.0067
SDR42E1	2.20167	3.01445	0.11972	10.2628	1.85327	2.18164	3.74342	3.34518	4.90668	2.18516	2.41372	2.04749	1.91025	11.4741	2.3537	1.59756	2.68266	1.47315	2.10969	0.884602	2.9098	2.20897	2.54552	1.4521
SDR42E2	0.0746801	0.0674306	0.0238929	15.1034	0.0295241	0.0825322	0.048056	0.114391	2.61155	0.0335599	0.143795	0.100105	0.0808729	14.1259	0.0293653	0.493502	0.439885	0.021392	0.0285563	0.0693355	0.0380639	0.0252954	0.640491	0.020268
SDR9C7	0.158419	0.0933279	0.0632931	19.2496	0.160236	0.0470867	0.160215	0.0579348	3.54161	0.0296089	0.12606	0.249383	0.0594876	17.9383	0.0782989	0.420367	0.225802	0.138215	0.053426	0.187751	0.152479	0.0716274	0.0340909	0.060343
SDS	1.8404	0.457493	0.529974	10.3967	0.184755	0.360643	0.466827	0.837905	4.03031	0.264791	0.658826	0.187748	0.363875	9.20763	0.163882	1.32018	0.483675	0.43316	0.189552	0.650369	0.258277	0.859515	0.633332	0.151661
SDSL	1.99937	0.418275	1.83231	16.4218	0.406035	1.85432	1.63096	0.994953	5.53905	0.94978	1.90625	0.292759	0.742123	14.9684	0.982832	2.41063	1.04816	0.979269	0.281593	1.5674	1.15589	2.91249	1.44923	0.685224
SEBOX	5.45747	3.09019	3.60914	142.834	5.68692	8.38467	6.73703	4.6706	31.4271	7.81205	5.60822	2.75489	5.74012	114.476	0.460473	9.55778	1.05647	3.48606	6.13638	5.62755	9.97	9.1331	10.267	2.36722
SEC11A	2.53009	7.40399	3.43691	4.42091	3.59228	5.42356	4.77809	2.64216	1.96106	2.46257	3.73142	6.24082	2.98283	4.92436	3.72407	3.06685	4.7256	2.12154	1.75804	3.2375	3.3949	2.62466	2.00702	3.67165
SEC11C	64.6181	22.5029	73.1635	6.4067	25.0137	5.62701	298.884	94.5523	10.5407	8.0114	149.655	30.4457	35.5524	7.99354	574.652	29.3474	420.512	4.913	7.46485	11.0128	60.7564	29.9719	27.5468	74.1001
SEC13	6.35026	10.332	10.0698	17.7328	6.28389	12.6808	9.25833	12.9353	4.82426	5.97581	7.3357	8.17713	6.48472	12.8384	3.84018	6.51263	8.74995	10.3487	5.98093	14.7907	17.9997	6.81218	7.22652	7.12541
SEC14L1	4.33076	3.20492	7.02819	4.8781	1.84759	4.26383	4.76455	5.065	2.31416	2.29734	5.64453	4.75617	7.24619	5.44231	3.65497	2.54072	4.72891	2.15496	2.83336	3.12443	3.40042	7.3502	5.37011	2.79608
SEC14L2	9.50666	3.50163	2.75678	16.5276	1.94831	3.63062	2.20808	2.9886	6.28067	1.8857	2.11046	2.39239	0.810428	12.0927	1.57082	3.92859	3.70333	1.49831	3.16543	2.64482	3.22607	2.02371	2.76699	1.0892
SEC14L3	0.0915158	0.0248221	0.0252357	14.7797	0.0290197	0.136015	0.0922326	0.0521139	6.09121	0.0100576	0.0208921	0.0421933	0.0187732	11.2315	0.0373486	0.47256	0.26366	0.0200121	0.0269765	0.0109614	0.12865	0	0.249985	0.0290647
SEC14L4	1.5209	0.171906	0.227479	36.7963	0.113898	0.288701	0.0598951	0.293192	9.95536	0.0378613	1.88277	0.215614	0.2283	22.8974	0.454149	1.42798	0.552982	0.0342534	0.0125731	0.0386942	0.125192	0.56886	3.46166	0.00378918
SEC14L5	0.132354	0.0122257	0.116768	7.67199	0.118535	0.330239	0.612578	0.0908735	1.53678	0.0696921	0.129727	0.0303547	0.0469794	7.1695	0.110298	0.48739	0.230329	0.734374	0.0296415	0.016916	0.0436631	0.807098	0.378598	0.0941602
SEC14L6	0.144683	0.378611	0.0516361	30.1735	0.329687	0.534782	0.0298404	0.35785	8.24671	0.162316	0.217916	0.362651	0.0530207	18.9952	0.131853	0.979414	0.279242	0.106788	0.0734679	0.0898691	0.1344	0.489294	0.376621	0.411321
SEC16A	18.7231	37.8693	20.3521	32.2767	13.0567	21.3241	27.2433	31.3863	19.3977	22.1771	13.6812	13.01	16.566	29.3543	9.9946	16.5665	20.2536	18.0883	14.9263	24.2738	22.3489	23.9275	22.6422	7.53063
SEC16B	2.02539	1.94313	0.839319	11.2596	0.48168	0.852277	1.05178	0.431282	5.91599	0.70363	0.934287	0.494634	0.0359727	14.6237	0.832452	2.47419	0.443708	0.338108	0.0457685	0.94428	0.189839	0.575222	0.700466	0.493641
SEC22A	1.39137	3.06734	1.18168	2.76414	1.97472	0.737506	1.63564	1.35191	1.85365	0.736584	2.95272	1.58981	0.703542	2.69324	0.303487	1.91926	2.11212	0.372623	0.339779	1.12232	0.955834	0.476783	0.569776	1.65151
SEC22B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC22C	1.60655	2.10296	2.55816	7.23502	2.8446	2.29099	2.81799	4.09533	2.74138	1.43703	1.81452	2.25752	1.52356	5.64653	1.55715	3.64519	2.84893	2.02745	2.1805	3.1284	1.48178	1.23077	1.4376	1.6711
SEC23A	7.39989	7.72506	10.6429	5.16375	14.9548	7.58909	8.36507	7.35235	5.46622	6.89925	4.16553	5.60191	5.0191	6.2877	4.71594	8.21408	8.92162	5.56167	2.49453	7.81826	4.4972	4.75191	4.29176	14.3882
SEC23B	20.433	22.7519	14.8507	13.1048	7.71762	35.3906	27.5764	21.8965	16.6492	15.2264	21.9011	17.9237	15.8875	13.6456	20.1724	16.8464	20.8452	17.2651	19.9639	21.2779	15.0322	16.3513	16.2135	15.0844
SEC23IP	5.36919	8.37713	5.32526	8.63762	4.77191	8.3097	7.65396	5.96762	3.71769	4.03748	4.72944	10.6581	3.58797	9.69214	3.44028	8.05431	6.13618	5.35283	4.66357	10.4547	3.12053	3.07521	5.35276	4.86708
SEC24A	5.48865	5.88681	5.43158	7.38387	3.72215	3.76887	7.07248	3.92361	5.50394	2.43033	4.3356	4.88741	2.3306	7.51652	3.05671	5.53588	6.32867	1.67651	1.77428	6.97935	2.07556	2.31445	2.06368	3.33004
SEC24B	4.31684	5.76255	5.69188	7.43914	4.14926	5.32511	7.88192	4.41947	1.79062	2.55755	4.32708	4.789	1.50129	7.6708	5.47225	6.05412	3.95006	1.74254	2.63111	6.25695	1.45382	1.8239	3.04778	3.43788
SEC24C	26.5993	19.6902	19.6694	33.6776	11.9322	21.5919	23.8915	19.273	8.88391	13.3108	17.5858	15.736	33.4017	33.5806	16.0445	18.065	18.6554	17.1806	13.3766	23.4826	13.3291	14.8137	17.2145	15.5191
SEC24D	1.84405	3.57813	7.38531	4.96998	1.87977	2.15073	6.37612	2.79174	2.402	0.95676	3.33933	2.94078	2.97199	5.86985	5.06886	2.90427	3.04729	0.642019	0.760051	6.08884	0.823048	2.2317	1.7471	1.00339
SEC31A	10.9059	16.6222	19.7742	9.72623	9.171	12.869	16.0342	16.8848	3.37405	8.5936	15.7032	10.9001	7.48241	10.1845	12.2041	14.0308	14.7202	6.48969	10.6884	16.4273	4.79218	8.92029	7.45275	9.10667
SEC31B	3.81693	2.23542	5.05058	23.167	7.44039	1.63276	6.71583	2.97955	7.64912	1.85426	4.24393	3.77619	5.16207	23.4452	2.98642	9.70932	3.72158	5.69219	11.1794	5.83255	6.56349	2.36437	3.50535	3.30505
SEC61A1	36.2364	101.677	49.5494	23.9222	36.6137	31.6148	64.9538	50.5257	18.876	37.0071	85.6819	23.0867	32.1223	18.2469	15.9487	24.1914	33.9014	18.769	13.2626	49.6445	34.6157	29.1416	19.0963	50.2055
SEC61A2	5.5259	5.58881	7.37234	10.9611	4.09336	7.7189	7.36179	15.4879	5.55472	4.97439	3.83888	5.98404	3.63249	11.4794	7.24237	11.7528	5.88617	4.27279	1.58303	2.59962	2.41143	1.77808	3.76457	4.26467
SEC61B	16.5102	24.6967	25.0823	12.3078	13.6692	14.9001	15.0695	21.0468	8.14501	14.152	20.9383	34.4205	10.1432	12.7147	30.5331	22.3072	35.6371	8.13604	10.1299	24.6663	12.2701	8.25621	5.48788	25.6419
SEC61G	7.69565	14.1716	14.6269	5.99109	27.474	14.2404	26.6306	10.9264	3.9218	9.38217	13.2795	19.2037	11.4422	10.4564	26.6459	8.0721	23.1435	9.01913	7.80921	11.8803	8.87667	8.86062	5.842	19.268
SEC62	28.8092	65.9318	19.991	6.68541	15.3574	16.9819	37.1754	37.8196	29.5905	17.838	25.2367	71.4365	23.9734	5.76599	39.1456	99.5167	154.814	13.76	11.3642	26.637	20.707	18.2585	20.0515	42.092
SEC63	12.2174	54.2503	13.6415	4.74726	27.0838	14.3598	21.3297	30.9103	10.4032	10.5908	14.1355	29.3692	11.6221	3.89164	24.4579	62.5158	89.8166	16.163	17.6623	13.864	12.0409	4.43088	8.97834	31.2333
SECISBP2	32.1888	48.6208	24.2697	11.3029	24.0377	14.7239	17.4391	40.4444	21.1149	17.5827	12.4089	36.3723	16.0894	10.9973	10.582	43.0175	28.601	15.974	29.901	20.744	27.5346	15.5834	15.63	9.14776
